Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Domain,Domain Category,"CORN, GRAIN - ACRES HARVESTED  -  <b>VALUE</b>","CORN, GRAIN - ACRES HARVESTED  -  <b>CV (%)</b>","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE  -  <b>VALUE</b>","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE  -  <b>CV (%)</b>","CORN, GRAIN, IRRIGATED - ACRES HARVESTED  -  <b>VALUE</b>","CORN, GRAIN, IRRIGATED - ACRES HARVESTED  -  <b>CV (%)</b>"
CENSUS,2017,YEAR,NA,COUNTY,INDIANA,18,CENTRAL,50,BARTHOLOMEW,5,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"56,473",25.2,NA,NA,"8,062",28.6
CENSUS,2017,YEAR,NA,COUNTY,INDIANA,18,CENTRAL,50,BOONE,11,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"92,504",25.2,NA,NA,NA,NA
CENSUS,2017,YEAR,NA,COUNTY,INDIANA,18,CENTRAL,50,CLINTON,23,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"110,973",25.2,NA,NA,NA,NA
CENSUS,2017,YEAR,NA,COUNTY,INDIANA,18,CENTRAL,50,DECATUR,31,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"75,236",25.2,NA,NA,NA,NA
CENSUS,2017,YEAR,NA,COUNTY,INDIANA,18,CENTRAL,50,GRANT,53,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"60,570",25.2,NA,NA,NA,NA
CENSUS,2017,YEAR,NA,COUNTY,INDIANA,18,CENTRAL,50,HAMILTON,57,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"51,617",25.2,NA,NA,NA,NA
CENSUS,2017,YEAR,NA,COUNTY,INDIANA,18,CENTRAL,50,HANCOCK,59,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"71,657",25.2,NA,NA,NA,NA
CENSUS,2017,YEAR,NA,COUNTY,INDIANA,18,CENTRAL,50,HENDRICKS,63,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"64,770",25.2,NA,NA,NA,NA
CENSUS,2017,YEAR,NA,COUNTY,INDIANA,18,CENTRAL,50,HOWARD,67,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"59,882",25.2,NA,NA,NA,NA
CENSUS,2017,YEAR,NA,COUNTY,INDIANA,18,CENTRAL,50,JOHNSON,81,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"55,115",25.2,NA,NA,"1,241",28.6
CENSUS,2017,YEAR,NA,COUNTY,INDIANA,18,CENTRAL,50,MADISON,95,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"85,664",25.2,NA,NA,NA,NA
CENSUS,2017,YEAR,NA,COUNTY,INDIANA,18,CENTRAL,50,MARION,97,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"5,624",25.2,NA,NA,NA,NA
CENSUS,2017,YEAR,NA,COUNTY,INDIANA,18,CENTRAL,50,MORGAN,109,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"43,130",25.2,NA,NA,NA,NA
CENSUS,2017,YEAR,NA,COUNTY,INDIANA,18,CENTRAL,50,RUSH,139,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"90,820",25.2,NA,NA,NA,NA
CENSUS,2017,YEAR,NA,COUNTY,INDIANA,18,CENTRAL,50,SHELBY,145,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"96,674",25.2,NA,NA,"3,253",28.6
CENSUS,2017,YEAR,NA,COUNTY,INDIANA,18,CENTRAL,50,TIPTON,159,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"74,545",25.2,NA,NA,NA,NA
CENSUS,2017,YEAR,NA,COUNTY,INDIANA,18,EAST CENTRAL,60,BLACKFORD,9,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"33,349",25.2,NA,NA,NA,NA
CENSUS,2017,YEAR,NA,COUNTY,INDIANA,18,EAST CENTRAL,60,DELAWARE,35,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"59,148",25.2,NA,NA,NA,NA
CENSUS,2017,YEAR,NA,COUNTY,INDIANA,18,EAST CENTRAL,60,FAYETTE,41,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"31,393",25.2,NA,NA,NA,NA
CENSUS,2017,YEAR,NA,COUNTY,INDIANA,18,EAST CENTRAL,60,HENRY,65,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"58,209",25.2,NA,NA,NA,NA
CENSUS,2017,YEAR,NA,COUNTY,INDIANA,18,EAST CENTRAL,60,JAY,75,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"68,075",25.2,NA,NA,NA,NA
CENSUS,2017,YEAR,NA,COUNTY,INDIANA,18,EAST CENTRAL,60,RANDOLPH,135,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"97,621",25.2,NA,NA,NA,NA
CENSUS,2017,YEAR,NA,COUNTY,INDIANA,18,EAST CENTRAL,60,UNION,161,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"31,328",25.2,NA,NA,NA,NA
CENSUS,2017,YEAR,NA,COUNTY,INDIANA,18,EAST CENTRAL,60,WAYNE,177,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"52,239",25.2,NA,NA,NA,NA
CENSUS,2017,YEAR,NA,COUNTY,INDIANA,18,NORTH CENTRAL,20,CARROLL,15,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"111,511",25.2,NA,NA,"1,410",28.6
CENSUS,2017,YEAR,NA,COUNTY,INDIANA,18,NORTH CENTRAL,20,CASS,17,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"89,838",25.2,NA,NA,475,28.6
CENSUS,2017,YEAR,NA,COUNTY,INDIANA,18,NORTH CENTRAL,20,ELKHART,39,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"54,209",25.2,NA,NA,"14,004",28.6
CENSUS,2017,YEAR,NA,COUNTY,INDIANA,18,NORTH CENTRAL,20,FULTON,49,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"103,290",25.2,NA,NA,"18,686",28.6
CENSUS,2017,YEAR,NA,COUNTY,INDIANA,18,NORTH CENTRAL,20,KOSCIUSKO,85,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"101,074",25.2,NA,NA,"18,457",28.6
CENSUS,2017,YEAR,NA,COUNTY,INDIANA,18,NORTH CENTRAL,20,MARSHALL,99,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"80,176",25.2,NA,NA,"10,147",28.6
CENSUS,2017,YEAR,NA,COUNTY,INDIANA,18,NORTH CENTRAL,20,MIAMI,103,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"63,435",25.2,NA,NA,"1,590",28.6
CENSUS,2017,YEAR,NA,COUNTY,INDIANA,18,NORTH CENTRAL,20,ST. JOSEPH,141,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"65,435",25.2,NA,NA,"19,810",28.6
CENSUS,2017,YEAR,NA,COUNTY,INDIANA,18,NORTH CENTRAL,20,WABASH,169,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"79,138",25.2,NA,NA,"1,242",28.6
CENSUS,2017,YEAR,NA,COUNTY,INDIANA,18,NORTHEAST,30,ADAMS,1,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"67,962",25.2,NA,NA,NA,NA
CENSUS,2017,YEAR,NA,COUNTY,INDIANA,18,NORTHEAST,30,ALLEN,3,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"82,869",25.2,NA,NA,NA,NA
CENSUS,2017,YEAR,NA,COUNTY,INDIANA,18,NORTHEAST,30,DE KALB,33,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"40,291",25.2,NA,NA,"1,907",28.6
CENSUS,2017,YEAR,NA,COUNTY,INDIANA,18,NORTHEAST,30,HUNTINGTON,69,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"61,315",25.2,NA,NA,NA,NA
CENSUS,2017,YEAR,NA,COUNTY,INDIANA,18,NORTHEAST,30,LAGRANGE,87,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"51,187",25.2,NA,NA,"20,948",28.6
CENSUS,2017,YEAR,NA,COUNTY,INDIANA,18,NORTHEAST,30,NOBLE,113,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"69,560",25.2,NA,NA,"12,203",28.6
CENSUS,2017,YEAR,NA,COUNTY,INDIANA,18,NORTHEAST,30,STEUBEN,151,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"40,317",25.2,NA,NA,"9,070",28.6
CENSUS,2017,YEAR,NA,COUNTY,INDIANA,18,NORTHEAST,30,WELLS,179,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"85,283",25.2,NA,NA,NA,NA
CENSUS,2017,YEAR,NA,COUNTY,INDIANA,18,NORTHEAST,30,WHITLEY,183,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"60,112",25.2,NA,NA,"1,327",28.6
CENSUS,2017,YEAR,NA,COUNTY,INDIANA,18,NORTHWEST,10,BENTON,7,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"123,495",25.2,NA,NA,"4,969",28.6
CENSUS,2017,YEAR,NA,COUNTY,INDIANA,18,NORTHWEST,10,JASPER,73,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"130,331",25.2,NA,NA,"12,246",28.6
CENSUS,2017,YEAR,NA,COUNTY,INDIANA,18,NORTHWEST,10,LA PORTE,91,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"117,897",25.2,NA,NA,"39,128",28.6
CENSUS,2017,YEAR,NA,COUNTY,INDIANA,18,NORTHWEST,10,LAKE,89,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"47,279",25.2,NA,NA,"3,775",28.6
CENSUS,2017,YEAR,NA,COUNTY,INDIANA,18,NORTHWEST,10,NEWTON,111,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"78,534",25.2,NA,NA,"2,831",28.6
CENSUS,2017,YEAR,NA,COUNTY,INDIANA,18,NORTHWEST,10,PORTER,127,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"50,915",25.2,NA,NA,"6,154",28.6
CENSUS,2017,YEAR,NA,COUNTY,INDIANA,18,NORTHWEST,10,PULASKI,131,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"98,912",25.2,NA,NA,"16,102",28.6
CENSUS,2017,YEAR,NA,COUNTY,INDIANA,18,NORTHWEST,10,STARKE,149,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"57,545",25.2,NA,NA,"19,293",28.6
CENSUS,2017,YEAR,NA,COUNTY,INDIANA,18,NORTHWEST,10,WHITE,181,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"141,116",25.2,NA,NA,"3,593",28.6
CENSUS,2017,YEAR,NA,COUNTY,INDIANA,18,SOUTH CENTRAL,80,BROWN,13,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,604,25.2,NA,NA,NA,NA
CENSUS,2017,YEAR,NA,COUNTY,INDIANA,18,SOUTH CENTRAL,80,CRAWFORD,25,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"2,020",25.2,NA,NA,NA,NA
CENSUS,2017,YEAR,NA,COUNTY,INDIANA,18,SOUTH CENTRAL,80,FLOYD,43,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"4,240",25.2,NA,NA,NA,NA
CENSUS,2017,YEAR,NA,COUNTY,INDIANA,18,SOUTH CENTRAL,80,HARRISON,61,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"26,996",25.2,NA,NA,NA,NA
CENSUS,2017,YEAR,NA,COUNTY,INDIANA,18,SOUTH CENTRAL,80,JACKSON,71,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"56,778",25.2,NA,NA,"7,793",28.6
CENSUS,2017,YEAR,NA,COUNTY,INDIANA,18,SOUTH CENTRAL,80,LAWRENCE,93,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"19,216",25.2,NA,NA,NA,NA
CENSUS,2017,YEAR,NA,COUNTY,INDIANA,18,SOUTH CENTRAL,80,MONROE,105,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"4,854",25.2,NA,NA,NA,NA
CENSUS,2017,YEAR,NA,COUNTY,INDIANA,18,SOUTH CENTRAL,80,ORANGE,117,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"29,318",25.2,NA,NA,NA,NA
CENSUS,2017,YEAR,NA,COUNTY,INDIANA,18,SOUTH CENTRAL,80,PERRY,123,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"8,230",25.2,NA,NA,NA,NA
CENSUS,2017,YEAR,NA,COUNTY,INDIANA,18,SOUTH CENTRAL,80,WASHINGTON,175,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"45,135",25.2,NA,NA,NA,NA
CENSUS,2017,YEAR,NA,COUNTY,INDIANA,18,SOUTHEAST,90,CLARK,19,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"19,896",25.2,NA,NA,NA,NA
CENSUS,2017,YEAR,NA,COUNTY,INDIANA,18,SOUTHEAST,90,DEARBORN,29,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"3,990",25.2,NA,NA,NA,NA
CENSUS,2017,YEAR,NA,COUNTY,INDIANA,18,SOUTHEAST,90,FRANKLIN,47,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"32,691",25.2,NA,NA,NA,NA
CENSUS,2017,YEAR,NA,COUNTY,INDIANA,18,SOUTHEAST,90,JEFFERSON,77,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"14,244",25.2,NA,NA,NA,NA
CENSUS,2017,YEAR,NA,COUNTY,INDIANA,18,SOUTHEAST,90,JENNINGS,79,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"27,072",25.2,NA,NA,NA,NA
CENSUS,2017,YEAR,NA,COUNTY,INDIANA,18,SOUTHEAST,90,OHIO,115,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"1,700",25.2,NA,NA,NA,NA
CENSUS,2017,YEAR,NA,COUNTY,INDIANA,18,SOUTHEAST,90,RIPLEY,137,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"38,774",25.2,NA,NA,NA,NA
CENSUS,2017,YEAR,NA,COUNTY,INDIANA,18,SOUTHEAST,90,SCOTT,143,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"16,700",25.2,NA,NA,"2,050",28.6
CENSUS,2017,YEAR,NA,COUNTY,INDIANA,18,SOUTHEAST,90,SWITZERLAND,155,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"6,332",25.2,NA,NA,NA,NA
CENSUS,2017,YEAR,NA,COUNTY,INDIANA,18,SOUTHWEST,70,DAVIESS,27,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"89,756",25.2,NA,NA,"3,134",28.6
CENSUS,2017,YEAR,NA,COUNTY,INDIANA,18,SOUTHWEST,70,DUBOIS,37,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"55,312",25.2,NA,NA,NA,NA
CENSUS,2017,YEAR,NA,COUNTY,INDIANA,18,SOUTHWEST,70,GIBSON,51,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"90,174",25.2,NA,NA,"4,131",28.6
CENSUS,2017,YEAR,NA,COUNTY,INDIANA,18,SOUTHWEST,70,GREENE,55,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"50,214",25.2,NA,NA,"2,120",28.6
CENSUS,2017,YEAR,NA,COUNTY,INDIANA,18,SOUTHWEST,70,KNOX,83,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"127,821",25.2,NA,NA,"18,185",28.6
CENSUS,2017,YEAR,NA,COUNTY,INDIANA,18,SOUTHWEST,70,MARTIN,101,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"13,456",25.2,NA,NA,NA,NA
CENSUS,2017,YEAR,NA,COUNTY,INDIANA,18,SOUTHWEST,70,PIKE,125,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"20,013",25.2,NA,NA,NA,NA
CENSUS,2017,YEAR,NA,COUNTY,INDIANA,18,SOUTHWEST,70,POSEY,129,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"78,985",25.2,NA,NA,"6,685",28.6
CENSUS,2017,YEAR,NA,COUNTY,INDIANA,18,SOUTHWEST,70,SPENCER,147,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"50,953",25.2,NA,NA,450,28.6
CENSUS,2017,YEAR,NA,COUNTY,INDIANA,18,SOUTHWEST,70,SULLIVAN,153,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"59,503",25.2,NA,NA,"3,981",28.6
CENSUS,2017,YEAR,NA,COUNTY,INDIANA,18,SOUTHWEST,70,VANDERBURGH,163,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"26,347",25.2,NA,NA,400,28.6
CENSUS,2017,YEAR,NA,COUNTY,INDIANA,18,SOUTHWEST,70,WARRICK,173,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"36,150",25.2,NA,NA,NA,NA
CENSUS,2017,YEAR,NA,COUNTY,INDIANA,18,WEST CENTRAL,40,CLAY,21,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"60,095",25.2,NA,NA,NA,NA
CENSUS,2017,YEAR,NA,COUNTY,INDIANA,18,WEST CENTRAL,40,FOUNTAIN,45,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"89,002",25.2,NA,NA,NA,NA
CENSUS,2017,YEAR,NA,COUNTY,INDIANA,18,WEST CENTRAL,40,MONTGOMERY,107,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"114,218",25.2,NA,NA,"1,228",28.6
CENSUS,2017,YEAR,NA,COUNTY,INDIANA,18,WEST CENTRAL,40,OWEN,119,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"23,028",25.2,NA,NA,70,28.6
CENSUS,2017,YEAR,NA,COUNTY,INDIANA,18,WEST CENTRAL,40,PARKE,121,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"60,016",25.2,NA,NA,"1,709",28.6
CENSUS,2017,YEAR,NA,COUNTY,INDIANA,18,WEST CENTRAL,40,PUTNAM,133,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"59,120",25.2,NA,NA,430,28.6
CENSUS,2017,YEAR,NA,COUNTY,INDIANA,18,WEST CENTRAL,40,TIPPECANOE,157,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"91,749",25.2,NA,NA,"2,816",28.6
CENSUS,2017,YEAR,NA,COUNTY,INDIANA,18,WEST CENTRAL,40,VERMILLION,165,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"46,972",25.2,NA,NA,NA,NA
CENSUS,2017,YEAR,NA,COUNTY,INDIANA,18,WEST CENTRAL,40,VIGO,167,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"44,369",25.2,NA,NA,682,28.6
CENSUS,2017,YEAR,NA,COUNTY,INDIANA,18,WEST CENTRAL,40,WARREN,171,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"77,237",25.2,NA,NA,"5,831",28.6
CENSUS,2012,YEAR,NA,COUNTY,INDIANA,18,CENTRAL,50,BARTHOLOMEW,5,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"74,795",5.6,NA,NA,"8,879",11.3
CENSUS,2012,YEAR,NA,COUNTY,INDIANA,18,CENTRAL,50,BOONE,11,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"102,422",5.6,NA,NA,NA,NA
CENSUS,2012,YEAR,NA,COUNTY,INDIANA,18,CENTRAL,50,CLINTON,23,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"115,040",5.6,NA,NA,NA,NA
CENSUS,2012,YEAR,NA,COUNTY,INDIANA,18,CENTRAL,50,DECATUR,31,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"78,092",5.6,NA,NA,NA,NA
CENSUS,2012,YEAR,NA,COUNTY,INDIANA,18,CENTRAL,50,GRANT,53,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"70,001",5.6,NA,NA,NA,NA
CENSUS,2012,YEAR,NA,COUNTY,INDIANA,18,CENTRAL,50,HAMILTON,57,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"61,472",5.6,NA,NA,"2,649",11.3
CENSUS,2012,YEAR,NA,COUNTY,INDIANA,18,CENTRAL,50,HANCOCK,59,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"77,772",5.6,NA,NA,NA,NA
CENSUS,2012,YEAR,NA,COUNTY,INDIANA,18,CENTRAL,50,HENDRICKS,63,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"102,277",5.6,NA,NA,NA,NA
CENSUS,2012,YEAR,NA,COUNTY,INDIANA,18,CENTRAL,50,HOWARD,67,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"62,771",5.6,NA,NA,NA,NA
CENSUS,2012,YEAR,NA,COUNTY,INDIANA,18,CENTRAL,50,JOHNSON,81,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"69,120",5.6,NA,NA,"1,773",11.3
CENSUS,2012,YEAR,NA,COUNTY,INDIANA,18,CENTRAL,50,MADISON,95,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"94,672",5.6,NA,NA,NA,NA
CENSUS,2012,YEAR,NA,COUNTY,INDIANA,18,CENTRAL,50,MARION,97,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"6,554",5.6,NA,NA,NA,NA
CENSUS,2012,YEAR,NA,COUNTY,INDIANA,18,CENTRAL,50,MORGAN,109,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"53,134",5.6,NA,NA,NA,NA
CENSUS,2012,YEAR,NA,COUNTY,INDIANA,18,CENTRAL,50,RUSH,139,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"92,556",5.6,NA,NA,NA,NA
CENSUS,2012,YEAR,NA,COUNTY,INDIANA,18,CENTRAL,50,SHELBY,145,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"109,840",5.6,NA,NA,"2,436",11.3
CENSUS,2012,YEAR,NA,COUNTY,INDIANA,18,CENTRAL,50,TIPTON,159,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"68,957",5.6,NA,NA,693,11.3
CENSUS,2012,YEAR,NA,COUNTY,INDIANA,18,EAST CENTRAL,60,BLACKFORD,9,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"32,745",5.6,NA,NA,NA,NA
CENSUS,2012,YEAR,NA,COUNTY,INDIANA,18,EAST CENTRAL,60,DELAWARE,35,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"75,765",5.6,NA,NA,NA,NA
CENSUS,2012,YEAR,NA,COUNTY,INDIANA,18,EAST CENTRAL,60,FAYETTE,41,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"29,623",5.6,NA,NA,NA,NA
CENSUS,2012,YEAR,NA,COUNTY,INDIANA,18,EAST CENTRAL,60,HENRY,65,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"74,010",5.6,NA,NA,NA,NA
CENSUS,2012,YEAR,NA,COUNTY,INDIANA,18,EAST CENTRAL,60,JAY,75,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"59,964",5.6,NA,NA,NA,NA
CENSUS,2012,YEAR,NA,COUNTY,INDIANA,18,EAST CENTRAL,60,RANDOLPH,135,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"94,311",5.6,NA,NA,NA,NA
CENSUS,2012,YEAR,NA,COUNTY,INDIANA,18,EAST CENTRAL,60,UNION,161,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"31,048",5.6,NA,NA,NA,NA
CENSUS,2012,YEAR,NA,COUNTY,INDIANA,18,EAST CENTRAL,60,WAYNE,177,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"52,251",5.6,NA,NA,481,11.3
CENSUS,2012,YEAR,NA,COUNTY,INDIANA,18,NORTH CENTRAL,20,CARROLL,15,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"107,165",5.6,NA,NA,NA,NA
CENSUS,2012,YEAR,NA,COUNTY,INDIANA,18,NORTH CENTRAL,20,CASS,17,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"96,116",5.6,NA,NA,"1,211",11.3
CENSUS,2012,YEAR,NA,COUNTY,INDIANA,18,NORTH CENTRAL,20,ELKHART,39,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"56,488",5.6,NA,NA,"16,049",11.3
CENSUS,2012,YEAR,NA,COUNTY,INDIANA,18,NORTH CENTRAL,20,FULTON,49,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"94,036",5.6,NA,NA,"16,947",11.3
CENSUS,2012,YEAR,NA,COUNTY,INDIANA,18,NORTH CENTRAL,20,KOSCIUSKO,85,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"101,129",5.6,NA,NA,"11,159",11.3
CENSUS,2012,YEAR,NA,COUNTY,INDIANA,18,NORTH CENTRAL,20,MARSHALL,99,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"95,011",5.6,NA,NA,"9,949",11.3
CENSUS,2012,YEAR,NA,COUNTY,INDIANA,18,NORTH CENTRAL,20,MIAMI,103,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"65,772",5.6,NA,NA,"2,085",11.3
CENSUS,2012,YEAR,NA,COUNTY,INDIANA,18,NORTH CENTRAL,20,ST. JOSEPH,141,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"77,076",5.6,NA,NA,"21,286",11.3
CENSUS,2012,YEAR,NA,COUNTY,INDIANA,18,NORTH CENTRAL,20,WABASH,169,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"75,481",5.6,NA,NA,"1,607",11.3
CENSUS,2012,YEAR,NA,COUNTY,INDIANA,18,NORTHEAST,30,ADAMS,1,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"73,324",5.6,NA,NA,13,11.3
CENSUS,2012,YEAR,NA,COUNTY,INDIANA,18,NORTHEAST,30,ALLEN,3,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"93,109",5.6,NA,NA,153,11.3
CENSUS,2012,YEAR,NA,COUNTY,INDIANA,18,NORTHEAST,30,DE KALB,33,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"46,041",5.6,NA,NA,359,11.3
CENSUS,2012,YEAR,NA,COUNTY,INDIANA,18,NORTHEAST,30,HUNTINGTON,69,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"75,151",5.6,NA,NA,424,11.3
CENSUS,2012,YEAR,NA,COUNTY,INDIANA,18,NORTHEAST,30,LAGRANGE,87,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"55,293",5.6,NA,NA,"17,048",11.3
