Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Domain,Domain Category,"CORN, GRAIN - ACRES HARVESTED  -  <b>VALUE</b>","CORN, GRAIN - ACRES HARVESTED  -  <b>CV (%)</b>","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE  -  <b>VALUE</b>","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE  -  <b>CV (%)</b>","CORN, GRAIN, IRRIGATED - ACRES HARVESTED  -  <b>VALUE</b>","CORN, GRAIN, IRRIGATED - ACRES HARVESTED  -  <b>CV (%)</b>"
SURVEY,2012,YEAR,NA,COUNTY,INDIANA,18,EAST CENTRAL,60,HENRY,65,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"79,800",NA,92.4,NA,NA,NA
SURVEY,2012,YEAR,NA,COUNTY,INDIANA,18,EAST CENTRAL,60,JAY,75,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"78,000",NA,107.7,NA,NA,NA
SURVEY,2012,YEAR,NA,COUNTY,INDIANA,18,EAST CENTRAL,60,RANDOLPH,135,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"102,900",NA,94,NA,NA,NA
SURVEY,2012,YEAR,NA,COUNTY,INDIANA,18,EAST CENTRAL,60,UNION,161,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"33,600",NA,91.7,NA,NA,NA
SURVEY,2012,YEAR,NA,COUNTY,INDIANA,18,EAST CENTRAL,60,WAYNE,177,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"66,000",NA,79.8,NA,NA,NA
SURVEY,2012,YEAR,NA,COUNTY,INDIANA,18,NORTH CENTRAL,20,CARROLL,15,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"99,000",NA,115.5,NA,NA,NA
SURVEY,2012,YEAR,NA,COUNTY,INDIANA,18,NORTH CENTRAL,20,CASS,17,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"100,000",NA,108,NA,NA,NA
SURVEY,2012,YEAR,NA,COUNTY,INDIANA,18,NORTH CENTRAL,20,ELKHART,39,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"50,000",NA,92.5,NA,NA,NA
SURVEY,2012,YEAR,NA,COUNTY,INDIANA,18,NORTH CENTRAL,20,FULTON,49,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"102,500",NA,127.1,NA,NA,NA
SURVEY,2012,YEAR,NA,COUNTY,INDIANA,18,NORTH CENTRAL,20,KOSCIUSKO,85,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"110,200",NA,104,NA,NA,NA
SURVEY,2012,YEAR,NA,COUNTY,INDIANA,18,NORTH CENTRAL,20,MARSHALL,99,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"93,300",NA,97.8,NA,NA,NA
SURVEY,2012,YEAR,NA,COUNTY,INDIANA,18,NORTH CENTRAL,20,MIAMI,103,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"71,000",NA,126.8,NA,NA,NA
SURVEY,2012,YEAR,NA,COUNTY,INDIANA,18,NORTH CENTRAL,20,ST. JOSEPH,141,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"78,000",NA,133.9,NA,NA,NA
SURVEY,2012,YEAR,NA,COUNTY,INDIANA,18,NORTH CENTRAL,20,WABASH,169,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"84,000",NA,105.4,NA,NA,NA
SURVEY,2012,YEAR,NA,COUNTY,INDIANA,18,NORTHEAST,30,ADAMS,1,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"65,700",NA,111.8,NA,NA,NA
SURVEY,2012,YEAR,NA,COUNTY,INDIANA,18,NORTHEAST,30,ALLEN,3,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"79,700",NA,109,NA,NA,NA
SURVEY,2012,YEAR,NA,COUNTY,INDIANA,18,NORTHEAST,30,DE KALB,33,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"48,000",NA,91,NA,NA,NA
SURVEY,2012,YEAR,NA,COUNTY,INDIANA,18,NORTHEAST,30,HUNTINGTON,69,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"73,300",NA,108.3,NA,NA,NA
SURVEY,2012,YEAR,NA,COUNTY,INDIANA,18,NORTHEAST,30,LAGRANGE,87,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"48,200",NA,96.7,NA,NA,NA
SURVEY,2012,YEAR,NA,COUNTY,INDIANA,18,NORTHEAST,30,NOBLE,113,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"64,300",NA,105.7,NA,NA,NA
SURVEY,2012,YEAR,NA,COUNTY,INDIANA,18,NORTHEAST,30,STEUBEN,151,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"41,300",NA,87.4,NA,NA,NA
SURVEY,2012,YEAR,NA,COUNTY,INDIANA,18,NORTHEAST,30,WELLS,179,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"81,000",NA,122,NA,NA,NA
SURVEY,2012,YEAR,NA,COUNTY,INDIANA,18,NORTHEAST,30,WHITLEY,183,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"58,500",NA,96.4,NA,NA,NA
SURVEY,2012,YEAR,NA,COUNTY,INDIANA,18,NORTHWEST,10,BENTON,7,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"134,000",NA,116.9,NA,NA,NA
SURVEY,2012,YEAR,NA,COUNTY,INDIANA,18,NORTHWEST,10,JASPER,73,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"166,000",NA,144.6,NA,NA,NA
SURVEY,2012,YEAR,NA,COUNTY,INDIANA,18,NORTHWEST,10,LA PORTE,91,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"121,700",NA,122.3,NA,NA,NA
SURVEY,2012,YEAR,NA,COUNTY,INDIANA,18,NORTHWEST,10,LAKE,89,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"63,000",NA,158.7,NA,NA,NA
SURVEY,2012,YEAR,NA,COUNTY,INDIANA,18,NORTHWEST,10,NEWTON,111,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"113,000",NA,132.6,NA,NA,NA
SURVEY,2012,YEAR,NA,COUNTY,INDIANA,18,NORTHWEST,10,PORTER,127,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"69,400",NA,165.7,NA,NA,NA
SURVEY,2012,YEAR,NA,COUNTY,INDIANA,18,NORTHWEST,10,PULASKI,131,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"118,000",NA,110.9,NA,NA,NA
SURVEY,2012,YEAR,NA,COUNTY,INDIANA,18,NORTHWEST,10,STARKE,149,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"63,400",NA,99.7,NA,NA,NA
SURVEY,2012,YEAR,NA,COUNTY,INDIANA,18,NORTHWEST,10,WHITE,181,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"157,500",NA,115.6,NA,NA,NA
SURVEY,2012,YEAR,NA,COUNTY,INDIANA,18,SOUTH CENTRAL,80,BROWN,13,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"2,500",NA,71.6,NA,NA,NA
SURVEY,2012,YEAR,NA,COUNTY,INDIANA,18,SOUTH CENTRAL,80,FLOYD,43,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"3,000",NA,55.7,NA,NA,NA
SURVEY,2012,YEAR,NA,COUNTY,INDIANA,18,SOUTH CENTRAL,80,HARRISON,61,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"26,900",NA,52.2,NA,NA,NA
SURVEY,2012,YEAR,NA,COUNTY,INDIANA,18,SOUTH CENTRAL,80,JACKSON,71,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"63,500",NA,81.3,NA,NA,NA
SURVEY,2012,YEAR,NA,COUNTY,INDIANA,18,SOUTH CENTRAL,80,LAWRENCE,93,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"19,200",NA,52.8,NA,NA,NA
SURVEY,2012,YEAR,NA,COUNTY,INDIANA,18,SOUTH CENTRAL,80,MONROE,105,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"6,800",NA,44.7,NA,NA,NA
SURVEY,2012,YEAR,NA,COUNTY,INDIANA,18,SOUTH CENTRAL,80,ORANGE,117,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"23,000",NA,30.1,NA,NA,NA
SURVEY,2012,YEAR,NA,COUNTY,INDIANA,18,SOUTH CENTRAL,80,OTHER (COMBINED) COUNTIES,NA,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"16,600",NA,65.4,NA,NA,NA
SURVEY,2012,YEAR,NA,COUNTY,INDIANA,18,SOUTH CENTRAL,80,WASHINGTON,175,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"48,500",NA,57.5,NA,NA,NA
SURVEY,2012,YEAR,NA,COUNTY,INDIANA,18,SOUTHEAST,90,CLARK,19,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"18,300",NA,69.9,NA,NA,NA
SURVEY,2012,YEAR,NA,COUNTY,INDIANA,18,SOUTHEAST,90,DEARBORN,29,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"8,800",NA,88,NA,NA,NA
SURVEY,2012,YEAR,NA,COUNTY,INDIANA,18,SOUTHEAST,90,FRANKLIN,47,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"38,200",NA,89.1,NA,NA,NA
SURVEY,2012,YEAR,NA,COUNTY,INDIANA,18,SOUTHEAST,90,JENNINGS,79,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"39,900",NA,89.2,NA,NA,NA
SURVEY,2012,YEAR,NA,COUNTY,INDIANA,18,SOUTHEAST,90,OTHER (COMBINED) COUNTIES,NA,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"23,300",NA,81.6,NA,NA,NA
SURVEY,2012,YEAR,NA,COUNTY,INDIANA,18,SOUTHEAST,90,RIPLEY,137,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"47,200",NA,101.3,NA,NA,NA
SURVEY,2012,YEAR,NA,COUNTY,INDIANA,18,SOUTHEAST,90,SCOTT,143,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"13,700",NA,107.5,NA,NA,NA
SURVEY,2012,YEAR,NA,COUNTY,INDIANA,18,SOUTHEAST,90,SWITZERLAND,155,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"6,600",NA,63.2,NA,NA,NA
SURVEY,2012,YEAR,NA,COUNTY,INDIANA,18,SOUTHWEST,70,DAVIESS,27,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"97,500",NA,72.9,NA,NA,NA
SURVEY,2012,YEAR,NA,COUNTY,INDIANA,18,SOUTHWEST,70,DUBOIS,37,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"58,000",NA,62.1,NA,NA,NA
SURVEY,2012,YEAR,NA,COUNTY,INDIANA,18,SOUTHWEST,70,GIBSON,51,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"108,500",NA,64.8,NA,NA,NA
SURVEY,2012,YEAR,NA,COUNTY,INDIANA,18,SOUTHWEST,70,KNOX,83,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"129,400",NA,71.4,NA,NA,NA
SURVEY,2012,YEAR,NA,COUNTY,INDIANA,18,SOUTHWEST,70,MARTIN,101,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"17,900",NA,53.1,NA,NA,NA
SURVEY,2012,YEAR,NA,COUNTY,INDIANA,18,SOUTHWEST,70,OTHER (COMBINED) COUNTIES,NA,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"129,700",NA,71.7,NA,NA,NA
SURVEY,2012,YEAR,NA,COUNTY,INDIANA,18,SOUTHWEST,70,PIKE,125,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"36,600",NA,57.8,NA,NA,NA
SURVEY,2012,YEAR,NA,COUNTY,INDIANA,18,SOUTHWEST,70,POSEY,129,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"97,800",NA,75.2,NA,NA,NA
SURVEY,2012,YEAR,NA,COUNTY,INDIANA,18,SOUTHWEST,70,SPENCER,147,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"65,000",NA,69.8,NA,NA,NA
SURVEY,2012,YEAR,NA,COUNTY,INDIANA,18,SOUTHWEST,70,VANDERBURGH,163,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"32,600",NA,60.4,NA,NA,NA
SURVEY,2012,YEAR,NA,COUNTY,INDIANA,18,SOUTHWEST,70,WARRICK,173,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"40,000",NA,51.1,NA,NA,NA
SURVEY,2012,YEAR,NA,COUNTY,INDIANA,18,WEST CENTRAL,40,CLAY,21,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"61,300",NA,61.2,NA,NA,NA
SURVEY,2012,YEAR,NA,COUNTY,INDIANA,18,WEST CENTRAL,40,FOUNTAIN,45,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"95,500",NA,101.9,NA,NA,NA
SURVEY,2012,YEAR,NA,COUNTY,INDIANA,18,WEST CENTRAL,40,MONTGOMERY,107,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"125,700",NA,104.5,NA,NA,NA
SURVEY,2012,YEAR,NA,COUNTY,INDIANA,18,WEST CENTRAL,40,OWEN,119,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"24,000",NA,41,NA,NA,NA
SURVEY,2012,YEAR,NA,COUNTY,INDIANA,18,WEST CENTRAL,40,PARKE,121,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"65,000",NA,64.2,NA,NA,NA
SURVEY,2012,YEAR,NA,COUNTY,INDIANA,18,WEST CENTRAL,40,PUTNAM,133,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"70,000",NA,61.4,NA,NA,NA
SURVEY,2012,YEAR,NA,COUNTY,INDIANA,18,WEST CENTRAL,40,TIPPECANOE,157,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"107,600",NA,112,NA,NA,NA
SURVEY,2012,YEAR,NA,COUNTY,INDIANA,18,WEST CENTRAL,40,VERMILLION,165,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"48,200",NA,86.3,NA,NA,NA
SURVEY,2012,YEAR,NA,COUNTY,INDIANA,18,WEST CENTRAL,40,VIGO,167,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"54,700",NA,65.9,NA,NA,NA
SURVEY,2012,YEAR,NA,COUNTY,INDIANA,18,WEST CENTRAL,40,WARREN,171,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"93,000",NA,110.4,NA,NA,NA
SURVEY,2011,YEAR,NA,COUNTY,INDIANA,18,CENTRAL,50,BARTHOLOMEW,5,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"62,800",NA,120.7,NA,NA,NA
SURVEY,2011,YEAR,NA,COUNTY,INDIANA,18,CENTRAL,50,BOONE,11,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"98,800",NA,159.1,NA,NA,NA
SURVEY,2011,YEAR,NA,COUNTY,INDIANA,18,CENTRAL,50,CLINTON,23,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"117,300",NA,175.9,NA,NA,NA
SURVEY,2011,YEAR,NA,COUNTY,INDIANA,18,CENTRAL,50,DECATUR,31,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"82,400",NA,124.8,NA,NA,NA
SURVEY,2011,YEAR,NA,COUNTY,INDIANA,18,CENTRAL,50,HAMILTON,57,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"61,100",NA,124.9,NA,NA,NA
SURVEY,2011,YEAR,NA,COUNTY,INDIANA,18,CENTRAL,50,HANCOCK,59,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"66,500",NA,146.8,NA,NA,NA
SURVEY,2011,YEAR,NA,COUNTY,INDIANA,18,CENTRAL,50,HENDRICKS,63,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"75,500",NA,130.3,NA,NA,NA
SURVEY,2011,YEAR,NA,COUNTY,INDIANA,18,CENTRAL,50,HOWARD,67,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"63,500",NA,163.9,NA,NA,NA
SURVEY,2011,YEAR,NA,COUNTY,INDIANA,18,CENTRAL,50,JOHNSON,81,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"52,800",NA,110,NA,NA,NA
SURVEY,2011,YEAR,NA,COUNTY,INDIANA,18,CENTRAL,50,MADISON,95,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"90,800",NA,156.4,NA,NA,NA
SURVEY,2011,YEAR,NA,COUNTY,INDIANA,18,CENTRAL,50,MORGAN,109,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"47,900",NA,113.2,NA,NA,NA
SURVEY,2011,YEAR,NA,COUNTY,INDIANA,18,CENTRAL,50,OTHER (COMBINED) COUNTIES,NA,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"79,200",NA,142,NA,NA,NA
SURVEY,2011,YEAR,NA,COUNTY,INDIANA,18,CENTRAL,50,RUSH,139,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"104,700",NA,141.5,NA,NA,NA
SURVEY,2011,YEAR,NA,COUNTY,INDIANA,18,CENTRAL,50,SHELBY,145,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"98,200",NA,116.6,NA,NA,NA
SURVEY,2011,YEAR,NA,COUNTY,INDIANA,18,CENTRAL,50,TIPTON,159,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"70,500",NA,165.5,NA,NA,NA
SURVEY,2011,YEAR,NA,COUNTY,INDIANA,18,EAST CENTRAL,60,BLACKFORD,9,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"28,700",NA,160.8,NA,NA,NA
SURVEY,2011,YEAR,NA,COUNTY,INDIANA,18,EAST CENTRAL,60,DELAWARE,35,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"70,500",NA,146.1,NA,NA,NA
SURVEY,2011,YEAR,NA,COUNTY,INDIANA,18,EAST CENTRAL,60,FAYETTE,41,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"36,000",NA,133.2,NA,NA,NA
SURVEY,2011,YEAR,NA,COUNTY,INDIANA,18,EAST CENTRAL,60,HENRY,65,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"76,200",NA,149.9,NA,NA,NA
SURVEY,2011,YEAR,NA,COUNTY,INDIANA,18,EAST CENTRAL,60,JAY,75,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"64,900",NA,153.3,NA,NA,NA
SURVEY,2011,YEAR,NA,COUNTY,INDIANA,18,EAST CENTRAL,60,RANDOLPH,135,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"95,000",NA,143.3,NA,NA,NA
SURVEY,2011,YEAR,NA,COUNTY,INDIANA,18,EAST CENTRAL,60,UNION,161,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"33,700",NA,141.2,NA,NA,NA
SURVEY,2011,YEAR,NA,COUNTY,INDIANA,18,EAST CENTRAL,60,WAYNE,177,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"68,000",NA,118.7,NA,NA,NA
SURVEY,2011,YEAR,NA,COUNTY,INDIANA,18,NORTH CENTRAL,20,CARROLL,15,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"102,000",NA,167.7,NA,NA,NA
SURVEY,2011,YEAR,NA,COUNTY,INDIANA,18,NORTH CENTRAL,20,CASS,17,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"100,500",NA,149.1,NA,NA,NA
SURVEY,2011,YEAR,NA,COUNTY,INDIANA,18,NORTH CENTRAL,20,FULTON,49,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"96,000",NA,155,NA,NA,NA
SURVEY,2011,YEAR,NA,COUNTY,INDIANA,18,NORTH CENTRAL,20,KOSCIUSKO,85,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"110,000",NA,152,NA,NA,NA
SURVEY,2011,YEAR,NA,COUNTY,INDIANA,18,NORTH CENTRAL,20,MARSHALL,99,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"88,000",NA,157.9,NA,NA,NA
SURVEY,2011,YEAR,NA,COUNTY,INDIANA,18,NORTH CENTRAL,20,MIAMI,103,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"71,300",NA,136.9,NA,NA,NA
SURVEY,2011,YEAR,NA,COUNTY,INDIANA,18,NORTH CENTRAL,20,OTHER (COMBINED) COUNTIES,NA,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"122,700",NA,140.3,NA,NA,NA
SURVEY,2011,YEAR,NA,COUNTY,INDIANA,18,NORTH CENTRAL,20,ST. JOSEPH,141,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"78,500",NA,153.1,NA,NA,NA
SURVEY,2011,YEAR,NA,COUNTY,INDIANA,18,NORTHEAST,30,ADAMS,1,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"60,100",NA,146.9,NA,NA,NA
SURVEY,2011,YEAR,NA,COUNTY,INDIANA,18,NORTHEAST,30,ALLEN,3,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"77,100",NA,131.6,NA,NA,NA
SURVEY,2011,YEAR,NA,COUNTY,INDIANA,18,NORTHEAST,30,DE KALB,33,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"45,300",NA,124.3,NA,NA,NA
SURVEY,2011,YEAR,NA,COUNTY,INDIANA,18,NORTHEAST,30,HUNTINGTON,69,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"63,600",NA,137.3,NA,NA,NA
SURVEY,2011,YEAR,NA,COUNTY,INDIANA,18,NORTHEAST,30,LAGRANGE,87,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"50,600",NA,127.3,NA,NA,NA
SURVEY,2011,YEAR,NA,COUNTY,INDIANA,18,NORTHEAST,30,NOBLE,113,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"65,300",NA,131.9,NA,NA,NA
SURVEY,2011,YEAR,NA,COUNTY,INDIANA,18,NORTHEAST,30,STEUBEN,151,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"39,600",NA,120.1,NA,NA,NA
SURVEY,2011,YEAR,NA,COUNTY,INDIANA,18,NORTHEAST,30,WELLS,179,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"69,300",NA,147.6,NA,NA,NA
SURVEY,2011,YEAR,NA,COUNTY,INDIANA,18,NORTHEAST,30,WHITLEY,183,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"58,100",NA,115.3,NA,NA,NA
SURVEY,2011,YEAR,NA,COUNTY,INDIANA,18,NORTHWEST,10,BENTON,7,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"136,900",NA,165.5,NA,NA,NA
SURVEY,2011,YEAR,NA,COUNTY,INDIANA,18,NORTHWEST,10,JASPER,73,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"160,000",NA,157.9,NA,NA,NA
SURVEY,2011,YEAR,NA,COUNTY,INDIANA,18,NORTHWEST,10,LA PORTE,91,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"114,200",NA,145.5,NA,NA,NA
SURVEY,2011,YEAR,NA,COUNTY,INDIANA,18,NORTHWEST,10,LAKE,89,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"58,800",NA,154.2,NA,NA,NA
SURVEY,2011,YEAR,NA,COUNTY,INDIANA,18,NORTHWEST,10,NEWTON,111,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"106,400",NA,166.3,NA,NA,NA
SURVEY,2011,YEAR,NA,COUNTY,INDIANA,18,NORTHWEST,10,PORTER,127,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"64,400",NA,153.1,NA,NA,NA
SURVEY,2011,YEAR,NA,COUNTY,INDIANA,18,NORTHWEST,10,PULASKI,131,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"111,000",NA,153.6,NA,NA,NA
SURVEY,2011,YEAR,NA,COUNTY,INDIANA,18,NORTHWEST,10,STARKE,149,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"61,300",NA,136.9,NA,NA,NA
SURVEY,2011,YEAR,NA,COUNTY,INDIANA,18,NORTHWEST,10,WHITE,181,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"155,000",NA,168.5,NA,NA,NA
SURVEY,2011,YEAR,NA,COUNTY,INDIANA,18,SOUTH CENTRAL,80,FLOYD,43,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"2,600",NA,98.8,NA,NA,NA
SURVEY,2011,YEAR,NA,COUNTY,INDIANA,18,SOUTH CENTRAL,80,HARRISON,61,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"26,100",NA,105.7,NA,NA,NA
SURVEY,2011,YEAR,NA,COUNTY,INDIANA,18,SOUTH CENTRAL,80,JACKSON,71,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"62,100",NA,121.1,NA,NA,NA
SURVEY,2011,YEAR,NA,COUNTY,INDIANA,18,SOUTH CENTRAL,80,LAWRENCE,93,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"19,000",NA,128.3,NA,NA,NA
SURVEY,2011,YEAR,NA,COUNTY,INDIANA,18,SOUTH CENTRAL,80,MONROE,105,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"6,000",NA,124.8,NA,NA,NA
SURVEY,2011,YEAR,NA,COUNTY,INDIANA,18,SOUTH CENTRAL,80,ORANGE,117,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"21,900",NA,131.9,NA,NA,NA
SURVEY,2011,YEAR,NA,COUNTY,INDIANA,18,SOUTH CENTRAL,80,OTHER (COMBINED) COUNTIES,NA,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"5,800",NA,110.9,NA,NA,NA
SURVEY,2011,YEAR,NA,COUNTY,INDIANA,18,SOUTH CENTRAL,80,PERRY,123,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"11,500",NA,129.8,NA,NA,NA
SURVEY,2011,YEAR,NA,COUNTY,INDIANA,18,SOUTH CENTRAL,80,WASHINGTON,175,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"46,000",NA,123.1,NA,NA,NA
SURVEY,2011,YEAR,NA,COUNTY,INDIANA,18,SOUTHEAST,90,CLARK,19,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"17,200",NA,115.9,NA,NA,NA
SURVEY,2011,YEAR,NA,COUNTY,INDIANA,18,SOUTHEAST,90,DEARBORN,29,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"7,600",NA,109.6,NA,NA,NA
SURVEY,2011,YEAR,NA,COUNTY,INDIANA,18,SOUTHEAST,90,FRANKLIN,47,NA,NA,0,NA,CORN,TOTAL,NOT SPECIFIED,"36,600",NA,126.5,NA,NA,NA
